"","treat","Annualinc","Annualexp","redeff","age","distance","weights"
"4630",0,1430400,1073148,357252,31,0.0214643306521815,1
"4636",1,1042800,790797,252003,41,0.0199812973653967,1
"4639",0,428400,298970,129430,59,0.014816150002165,1
"4671",0,426000,321514,104486,25,0.185153409886078,1
"4675",0,534000,354900,179100,22,0.188064348213489,1
"4684",0,493200,363423,129777,23,0.189876553617537,1
"4696",0,579600,442152,137448,22,0.178605093824041,1
"4703",1,484800,378275,106525,41,0.0543331644978525,1
"4708",0,586800,440454,146346,21,0.18807501770274,1
"4711",0,553200,421467,131733,21,0.198159804280876,1
"4717",0,704400,519172,185228,20,0.167316700796381,1
"4722",0,548400,434516,113884,24,0.165122460351525,1
"4731",0,494400,388257,106143,20,0.230568348432909,1
"4732",0,882000,690685,191315,45,0.0197535361341217,1
"4771",0,411600,317215,94385,44,0.0491741017284767,1
"4783",0,577200,422062,155138,33,0.0829748332508358,1
"4790",1,747600,533739,213861,42,0.0310774829386157,1
"4797",0,484800,364059,120741,37,0.0727845340545221,1
"4807",1,9e+05,735634,164366,49,0.0141613626626924,1
"4819",0,415200,295837,119363,21,0.240291041215617,1
"4820",1,981600,809758,171842,37,0.0312005857715432,1
"4822",0,421200,282719,138481,24,0.196613492696918,1
"4823",0,430800,327497,103303,25,0.183959143806538,1
"4825",1,548400,422371,126029,30,0.108889873319938,1
"4834",0,579600,385754,193846,45,0.0330651262759779,1
"4839",1,631200,470574,160626,42,0.0386272095993562,1
"4841",1,759600,575089,184511,36,0.0486934237884491,1
"4849",0,380400,274801,105599,36,0.0931094131374207,1
"4857",0,379200,244819,134381,32,0.122613216557538,1
"4858",0,1305600,980742,324858,21,0.0576724564042034,1
"4865",0,366000,306738,59262,28,0.168417869765797,1
"4875",0,532800,392764,140036,21,0.203360354064742,1
"4878",0,432000,318078,113922,39,0.0686046128159286,1
"4891",0,1003200,804823,198377,29,0.0547558455114859,1
"4910",1,490800,362395,128405,39,0.0619685573497741,1
"4914",1,1340400,931302,409098,32,0.0227047656508578,1
"4925",0,687600,469117,218483,20,0.169571436549284,1
"4931",1,1132800,822798,310002,31,0.0362885693533219,1
"4942",0,423600,311967,111633,22,0.224062746481839,1
"4946",0,1005600,737765,267835,34,0.0363392498173776,1
"4947",1,1290000,995263,294737,49,0.00683674644882907,1
"4948",0,422400,316369,106031,20,0.25371257927243,1
"4950",0,362400,276889,85511,24,0.216984347901017,1
"4952",1,464400,331997,132403,30,0.123736647497195,1
"4965",1,964800,765456,199344,47,0.0146053696426059,1
"4989",1,1282800,997394,285406,31,0.0284087239705514,1
"4995",0,417600,305760,111840,24,0.199311452024901,1
"4998",0,442800,302510,140290,23,0.203149765861642,1
"5008",0,484800,341207,143593,23,0.191292102648122,1
"5014",0,1184400,1008854,175546,41,0.0161396223856495,1
"5017",0,538800,361566,177234,22,0.186897237604737,1
"5027",0,372000,263118,108882,27,0.175396671262221,1
"5041",1,556800,421860,134940,29,0.114967087579016,1
"5078",0,716400,572599,143801,20,0.166703244068026,1
"5091",1,728400,533555,194845,37,0.0473709965322594,1
"5109",0,570000,466046,103954,23,0.17150241439707,1
"5127",0,556800,360818,195982,23,0.169552866616713,1
"5129",0,1016400,714534,301866,42,0.0189659423664302,1
"5130",1,410400,320794,89606,38,0.0771808147316805,1
"5136",0,988800,812348,176452,29,0.0565437552200331,1
"5142",0,591600,477575,114025,45,0.0334182876101244,1
"5158",0,579600,422989,156611,49,0.0246386283000764,1
"5161",0,847200,546852,300348,25,0.0912592493940895,1
"5168",0,1434000,1024296,409704,30,0.0225863095086678,1
"5169",0,788400,573007,215393,40,0.033799877657321,1
"5172",0,568800,437928,130872,36,0.0680853974639011,1
"5177",1,1252800,994873,257927,32,0.0279742353693481,1
"5191",1,1011600,764449,247151,28,0.0571409731039145,1
"5206",0,744000,553386,190614,28,0.0901456478018838,1
"5224",1,895200,635667,259533,49,0.0137518463143889,1
"5236",1,1070400,803240,267160,34,0.0325745783211801,1
"5240",0,1212000,915063,296937,45,0.01071829550901,1
"5254",0,465600,359720,105880,20,0.239661018501163,1
"5260",0,508800,378214,130586,23,0.185658671933621,1
"5261",1,633600,453800,179800,30,0.0933859202107104,1
"5272",1,835200,656607,178593,33,0.0539597677684306,1
"5277",1,9e+05,630957,269043,28,0.0680750452859936,1
"5299",1,777600,528677,248923,31,0.0670792145301958,1
"5309",0,720000,576103,143897,20,0.165823555845084,1
"5315",1,672000,469240,202760,35,0.0602741892841847,1
"5328",1,435600,332206,103394,40,0.0635747820191267,1
"5330",0,943200,718862,224338,40,0.0258885146857381,1
"5342",0,655200,509584,145616,20,0.182027030041228,1
"5351",1,829200,561798,267402,35,0.0453021367625156,1
"5361",1,1395600,937578,458022,28,0.0276315259627313,1
"5368",0,1130400,839720,290680,54,0.00609277962528923,1
"5381",1,1177200,883169,294031,27,0.0459614165664112,1
"5394",1,1108800,760802,347998,42,0.0158851348110856,1
"5395",0,748800,524263,224537,30,0.0763672087529332,1
"5402",0,668400,445640,222760,20,0.174114539279815,1
"5440",0,608400,454868,153532,22,0.170408031478829,1
"5446",0,450000,338386,111614,21,0.229886957491852,1
"5456",0,496800,375636,121164,22,0.201938599717467,1
"5458",1,562800,392029,170771,25,0.148288538603678,1
"5469",1,1105200,844102,261098,40,0.0193350749188493,1
"5478",0,574800,406537,168263,20,0.202476312729494,1
"5479",0,481200,347217,133983,24,0.180802792285694,1
"5487",0,680400,531405,148995,53,0.015219754596288,1
"5489",0,384000,291986,92014,23,0.223681914378543,1
"5496",1,1375200,1075838,299362,36,0.0163515024961155,1
"5508",0,633600,478416,155184,21,0.175359410166898,1
"5519",0,1255200,913151,342049,50,0.0065871230295712,1
"5530",1,970800,723852,246948,30,0.0526144320441872,1
"5535",1,777600,543030,234570,25,0.104328684209669,1
"5557",1,1395600,1020486,375114,40,0.0111970018320176,1
"5566",0,798000,659077,138923,29,0.0783353369678784,1
"5584",1,1375200,1009690,365510,43,0.00919748301446439,1
"5590",1,763200,535518,227682,47,0.0204362772343539,1
"5592",1,397200,290446,106754,31,0.129101498131266,1
"5596",1,1178400,852782,325618,39,0.0179685969773588,1
"5607",0,512400,379264,133136,48,0.0301226429349341,1
"5626",0,434400,298036,136364,21,0.232982975682997,1
"5641",1,579600,434704,144896,33,0.0829674397152045,1
"5654",1,1028400,788972,239428,44,0.0162891583235476,1
"5672",1,658800,448479,210321,32,0.0766854527378142,1
"5687",0,498000,337405,160595,32,0.100962430714249,1
"5696",1,1380000,1110339,269661,27,0.0329756863107751,1
"5712",0,1093200,873396,219804,36,0.027359576440867,1
"5717",0,366000,269646,96354,22,0.243221779959905,1
"5754",1,1041600,760817,280783,50,0.00978366955531659,1
"5775",0,444000,348385,95615,21,0.232897830507215,1
"5778",0,811200,614146,197054,48,0.0176180572220484,1
"5779",0,483600,356460,127140,21,0.218565207904964,1
"5800",0,416400,308338,108062,22,0.226514465753656,1
"5828",0,590400,472041,118359,23,0.165683020543073,1
"5830",0,1431600,1048093,383507,25,0.0337111092916748,1
"5833",1,969600,698058,271542,34,0.0385586855738985,1
"5843",0,470400,356747,113653,20,0.237566713032667,1
"5847",1,625200,488873,136327,27,0.11894158981842,1
"5852",0,447600,329916,117684,20,0.244579260296409,1
"5857",0,1297200,1008024,289176,39,0.0148538513904451,1
"5858",1,631200,492047,139153,36,0.0612761456896377,1
"5864",1,843600,590840,252760,34,0.0479730192807813,1
"5883",0,896400,638288,258112,26,0.0796536338771415,1
"5904",0,480000,371866,108134,48,0.0321365601938916,1
"5916",0,1317600,981280,336320,21,0.0562956537202306,1
"5936",0,574800,433956,140844,35,0.0723226328540033,1
"5941",0,840000,639339,200661,59,0.0070556658450448,1
"5946",1,1196400,840134,356266,46,0.00994260714019075,1
"5955",1,591600,418220,173380,32,0.0866137238650588,1
"5965",0,534000,417839,116161,22,0.191949333379789,1
"5966",0,408000,316588,91412,21,0.244667326229945,1
"5973",1,562800,414300,148500,30,0.10561141469187,1
"5980",0,420000,328797,91203,23,0.212974602199051,1
"5991",1,979200,694345,284855,41,0.0219989124179202,1
"6012",0,612000,450781,161219,22,0.169084587943788,1
"6027",0,513600,362992,150608,21,0.208164865840261,1
"6030",0,519600,392534,127066,21,0.207988491222613,1
"6051",0,633600,491943,141657,20,0.18797213984773,1
"6053",1,528000,363218,164782,33,0.0894586885903209,1
"6057",0,1270800,969555,301245,27,0.0391735633373548,1
"6060",0,477600,392099,85501,23,0.196909761500063,1
"6090",0,368400,279455,88945,25,0.20186782505255,1
"6101",1,408000,314062,93938,38,0.0773567473150594,1
"6102",0,1158000,805308,352692,30,0.036929340477193,1
"6108",0,387600,294882,92718,26,0.184033073513736,1
"6109",0,520800,400194,120606,20,0.221462994523686,1
"6113",0,507600,358600,149000,59,0.0128215201936057,1
"6115",0,363600,260224,103376,24,0.215413856268563,1
"6119",0,571200,455624,115576,21,0.19420844444183,1
"6122",0,680400,500640,179760,33,0.0695715439551627,1
"6124",0,362400,257005,105395,25,0.20249930627217,1
"6140",1,1230000,973402,256598,41,0.0144484998543911,1
"6148",0,454800,339789,115011,21,0.228161405356001,1
"6159",0,378000,286642,91358,24,0.211984379807465,1
"6175",0,874800,669103,205697,51,0.0124404083179249,1
"6178",0,1227600,912782,314818,27,0.0419048761653645,1
"6184",1,402000,302364,99636,26,0.179864876458917,1
"6188",0,487200,373501,113699,22,0.205150711434872,1
"6196",1,1188000,916098,271902,37,0.0210952595698984,1
"6226",1,897600,621032,276568,39,0.0296171998945482,1
"6236",0,580800,437048,143752,51,0.0211585624940814,1
"6240",0,638400,476124,162276,49,0.022230948682654,1
"6246",0,486000,381351,104649,22,0.206087021802322,1
"6267",0,528000,383975,144025,21,0.204465863230839,1
"6273",0,562800,446235,116565,20,0.209303575290302,1
"6274",0,572400,448673,123727,21,0.193369195737219,1
"6285",0,506400,362914,143486,22,0.197816919130365,1
"6288",0,751200,586094,165106,48,0.0197797968769771,1
"6292",0,456000,330478,125522,40,0.0609697014639764,1
"6296",1,1165200,884814,280386,27,0.0471374027322525,1
"6305",0,440400,346182,94218,25,0.181989367913432,1
"6319",0,447600,347234,100366,34,0.096825857194844,1
"6332",1,916800,768598,148202,49,0.0138444787291025,1
"6335",1,1155600,918235,237365,47,0.0103414196283848,1
"6348",0,518400,392327,126073,24,0.171800025868363,1
"6352",1,838800,613779,225021,41,0.0286224214769469,1
"6360",1,612000,449241,162759,41,0.0430175523384961,1
"6361",0,511200,382144,129056,20,0.223787393028472,1
"6364",1,1208400,1039805,168595,39,0.0181533184229509,1
"6396",1,574800,421909,152891,34,0.0774910234950996,1
"6399",0,661200,452791,208409,21,0.165506369983449,1
"6402",0,426000,331258,94742,22,0.224509812251643,1
"6421",0,952800,727827,224973,34,0.0403824715474257,1
"6428",0,1048800,801778,247022,30,0.0462028700113652,1
"6433",0,406800,298933,107867,22,0.229488828889205,1
"6434",0,526800,365339,161461,24,0.16772536887629,1
"6439",1,546000,434162,111838,31,0.102322809326939,1
"6445",0,914400,698508,215892,42,0.0233674656518273,1
"6473",1,1129200,844284,284916,28,0.0463273068985223,1
"6487",1,421200,327529,93671,49,0.0330630756492238,1
"6490",0,1300800,965989,334811,27,0.0367626561245625,1
"6506",0,1272000,974490,297510,22,0.0571527023850342,1
"6522",0,1401600,992792,408808,40,0.0109340886857029,1
"6527",0,1228800,939865,288935,20,0.0714145790914188,1
"6553",0,819600,619528,200072,23,0.113962336289472,1
"6556",1,1050000,769615,280385,38,0.0246398333739544,1
"6559",1,1368000,1093286,274714,43,0.00965522636761471,1
"6560",0,375600,281888,93712,27,0.175364396383565,1
"6568",1,1162800,812385,350415,40,0.0169056998507773,1
"6593",1,933600,724035,209565,27,0.0709482997717821,1
"6605",1,1388400,1060012,328388,39,0.0124925770485048,1
"6606",0,475200,350782,124418,22,0.207891571950311,1
"6612",0,471600,364640,106960,24,0.184935608927522,1
"6623",0,366000,262101,103899,22,0.242665204549577,1
"6631",0,780000,566822,213178,53,0.0124922504754671,1
"6670",0,391200,318720,72480,27,0.172659838289093,1
"6672",1,888000,684356,203644,50,0.013162318029254,1
"6678",1,1137600,891329,246271,29,0.042973372592674,1
"6688",1,700800,563433,137367,25,0.121694595851743,1
"6700",0,1113600,852172,261428,21,0.0807849249386679,1
"6703",1,894000,679133,214867,45,0.0191720618654812,1
"6717",0,646800,467193,179607,21,0.170649192753845,1
"6721",0,426000,371706,54294,22,0.227346919749054,1
"6725",0,1046400,737490,308910,30,0.045302768869229,1
"6729",1,656400,522208,134192,40,0.043560421391374,1
"6741",0,1400400,1025840,374560,36,0.0151982187338775,1
"6763",0,910800,689197,221603,37,0.0345052129901915,1
"6766",0,388800,294409,94391,21,0.250712974006188,1
"6767",0,397200,303516,93684,22,0.233493107650649,1
"6768",1,636000,511590,124410,38,0.0526244337556848,1
"6772",0,456000,340835,115165,24,0.188587030002248,1
"6775",0,447600,354709,92891,25,0.180197506224927,1
"6776",1,1131600,804040,327560,34,0.028677105862786,1
"6794",0,1123200,923171,200029,28,0.0483362552704248,1
"6800",0,386400,299561,86839,27,0.173038852606358,1
"6802",0,584400,472208,112192,34,0.0774555323791344,1
"6809",0,1269600,900193,369407,52,0.00542595811777942,1
"6814",0,594000,448361,145639,20,0.198538343377148,1
"6824",0,403200,327115,76085,21,0.247367604910889,1
"6839",1,573600,472029,101571,50,0.0235373445193946,1
"6842",0,432000,288948,143052,50,0.0294866294936521,1
"6843",0,904800,668508,236292,24,0.0916093576125089,1
"6851",0,459600,310960,148640,21,0.224328056193507,1
"6859",0,364800,300949,63851,21,0.261050828302847,1
"6862",0,547200,409071,138129,20,0.212412463926584,1
"6864",0,579600,442205,137395,38,0.0574916678327891,1
"6867",1,1309200,1013317,295883,41,0.0124054855298282,1
"6890",0,540000,404163,135837,42,0.0454480769078693,1
"6892",1,825600,629568,196032,29,0.0733423578410324,1
"6896",0,1366800,1053612,313188,38,0.0141099595169058,1
"6911",1,1021200,823262,197938,47,0.0132566926266261,1
"6933",1,1371600,1048277,323323,44,0.00869907761723572,1
"6935",1,661200,491978,169222,39,0.0459972533932351,1
"6942",1,583200,501932,81268,49,0.0252198264557749,1
"6944",0,697200,553132,144068,43,0.0322066248490398,1
"6945",0,384000,279802,104198,26,0.184288964991439,1
"6967",0,1158000,900225,257775,35,0.0260772280681395,1
"6978",1,1203600,911658,291942,28,0.0407864783331072,1
"6981",1,710400,565275,145125,45,0.0269806118792307,1
"6984",0,435600,336491,99109,24,0.195126826277931,1
"6987",0,735600,499667,235933,20,0.157126297225775,1
"6992",0,1148400,933648,214752,28,0.0460849649054187,1
"6999",1,662400,509162,153238,36,0.0578971975018409,1
"7018",0,1152000,893831,258169,38,0.0208721581294058,1
"7026",0,471600,349022,122578,21,0.222493798674959,1
"7029",0,510000,384404,125596,23,0.185643382980541,1
"7042",0,574800,423496,151304,55,0.0156022306754663,1
"7053",1,610800,424173,186627,41,0.0427110630610361,1
"7059",1,489600,321178,168422,48,0.0308854640299662,1
"7065",0,914400,734255,180145,31,0.0549638406007731,1
"7067",0,505200,394334,110866,21,0.2132634048805,1
"7076",1,487200,384896,102304,41,0.0542042357082253,1
"7113",0,424800,322442,102358,25,0.185599804156495,1
"7116",0,572400,418366,154034,22,0.179481544196837,1
"7127",1,728400,533711,194689,42,0.0323464042430534,1
"7130",0,604800,509725,95075,21,0.186404992407297,1
"7132",0,385200,259937,125263,26,0.182708108989731,1
"7159",0,361200,267707,93493,24,0.216797699710439,1
"7164",0,492000,369576,122424,24,0.178696403713362,1
"7180",0,482400,339748,142652,20,0.23170252903943,1
"7183",1,922800,626534,296266,48,0.0139754089030813,1
"7198",0,597600,425952,171648,46,0.0299525565888461,1
"7203",1,494400,355730,138670,40,0.0569457529075537,1
"7219",0,543600,412129,131471,27,0.134986248552837,1
"7221",0,380400,295455,84945,24,0.211711735578986,1
"7244",0,404400,298128,106272,22,0.230346619812474,1
"7255",0,645600,485922,159678,20,0.183697600587678,1
"7259",1,882000,637745,244255,37,0.0359104751713122,1
"7270",1,524400,395601,128799,32,0.0979618227991772,1
"7277",0,643200,455040,188160,20,0.182617631953822,1
"7280",0,1131600,845995,285605,22,0.072264870537443,1
"7281",0,1069200,811850,257350,35,0.0303389932289754,1
"7288",0,537600,418243,119357,20,0.216514450789035,1
"7291",0,384000,318304,65696,20,0.269836828278625,1
"7299",1,812400,632878,179522,35,0.048183367251744,1
"7310",0,1431600,1117624,313976,21,0.0469773498574717,1
"7334",0,590400,448367,142033,22,0.175579551119019,1
"7338",0,440400,357435,82965,46,0.0404370538121932,1
"7345",1,694800,513274,181526,30,0.0846410440680023,1
"7362",0,961200,756931,204269,30,0.0543320173162109,1
"7365",0,841200,646299,194901,52,0.0122424234188082,1
"7371",0,360000,268832,91168,23,0.231128923340346,1
"7389",0,1327200,982246,344954,29,0.0300311653656082,1
"7394",0,393600,307160,86440,27,0.171263826896592,1
"7396",0,656400,464183,192217,51,0.0182311895466851,1
"7405",0,966000,704521,261479,52,0.00960428623424741,1
"7431",1,1092000,802287,289713,27,0.0530560417371968,1
"7433",0,511200,360642,150558,21,0.208862155836025,1
"7446",0,429600,325060,104540,52,0.0257527372751882,1
"7455",1,878400,635792,242608,42,0.0245927000149519,1
"7477",1,506400,371447,134953,38,0.0649081438459711,1
"7510",0,468000,342531,125469,22,0.209906672993507,1
"7518",0,409200,309040,100160,22,0.229291922400871,1
"7534",0,470400,336884,133516,22,0.208676676312332,1
"7538",1,362400,277259,85141,35,0.103673356738311,1
"7567",0,495600,366332,129268,23,0.189261886867667,1
"7569",0,526800,420411,106389,24,0.170831423099908,1
"7577",0,366000,288960,77040,28,0.167421592684748,1
"7584",0,396000,323216,72784,21,0.249971867267859,1
"7589",1,482400,327878,154522,38,0.0670151631176348,1
"7591",0,1034400,779140,255260,33,0.0375498079285274,1
"7598",1,778800,614331,164469,33,0.0595488263654736,1
"7632",0,1338000,902926,435074,32,0.0225673024492249,1
"7648",0,699600,543404,156196,41,0.0372182191546668,1
"7663",0,494400,354292,140108,24,0.177044316687259,1
"7666",1,438000,321343,116657,30,0.129550343777177,1
"7667",0,622800,483835,138965,22,0.167684698827507,1
"7675",1,848400,692804,155596,31,0.061857817596345,1
"7680",1,522000,353940,168060,45,0.0368132720158742,1
"7690",0,524400,360580,163820,38,0.0623398074592736,1
"7716",0,562800,424762,138038,56,0.0148073439833032,1
"7721",1,394800,340634,54166,26,0.184461028458609,1
"7748",0,444000,333698,110302,24,0.192127986656637,1
"7753",0,386400,301905,84495,27,0.173173423512648,1
